employee_id,competency_id,domain,competency,is_core_for_role,current_score,target_score,gap,is_gap
EMP00008,CMP014,Technical,Stata,False,1,2,1,Yes
EMP00008,CMP007,Statistical,Industrial Statistics,True,1,3,2,Yes
EMP00008,CMP018,Technical,Data Visualization,False,2,2,0,No
EMP00008,CMP025,Digital Governance,Digital Signatures,False,1,2,1,Yes
EMP00008,CMP024,Digital Governance,Data Privacy,False,3,2,0,No
EMP00008,CMP023,Digital Governance,Cybersecurity,False,3,2,0,No
EMP00008,CMP027,Digital Governance,Digital Public Infrastructure,False,1,2,1,Yes
EMP00008,CMP010,Statistical,Data Quality Frameworks,True,3,3,0,No
EMP00008,CMP013,Technical,SQL,False,1,2,1,Yes
EMP00008,CMP012,Technical,R Programming,False,1,2,1,Yes
EMP00009,CMP005,Statistical,Labour Statistics,True,1,4,3,Yes
EMP00009,CMP004,Statistical,Price Statistics,True,3,4,1,Yes
EMP00009,CMP008,Statistical,SDG Indicators,True,3,4,1,Yes
EMP00009,CMP003,Statistical,National Accounts,True,3,4,1,Yes
EMP00009,CMP029,Behavioural,Communication,False,2,3,1,Yes
EMP00009,CMP002,Statistical,Sampling Techniques,True,1,4,3,Yes
EMP00009,CMP011,Technical,Python,False,2,3,1,Yes
EMP00009,CMP030,Behavioural,Project Management,False,2,3,1,Yes
EMP00009,CMP017,Technical,GIS,False,1,3,2,Yes
EMP00009,CMP031,Behavioural,Ethics,False,1,3,2,Yes
EMP00009,CMP009,Statistical,Metadata Standards,True,1,4,3,Yes
EMP00009,CMP022,Technical,Open Data,False,3,3,0,No
EMP00009,CMP016,Technical,SAS,False,2,3,1,Yes
EMP00009,CMP007,Statistical,Industrial Statistics,True,2,4,2,Yes
EMP00009,CMP018,Technical,Data Visualization,False,2,3,1,Yes
EMP00010,CMP027,Digital Governance,Digital Public Infrastructure,False,1,3,2,Yes
EMP00010,CMP030,Behavioural,Project Management,False,3,3,0,No
EMP00010,CMP028,Behavioural,Leadership,False,2,3,1,Yes
EMP00010,CMP024,Digital Governance,Data Privacy,False,1,3,2,Yes
EMP00010,CMP002,Statistical,Sampling Techniques,False,2,3,1,Yes
EMP00010,CMP022,Technical,Open Data,True,1,4,3,Yes
EMP00010,CMP021,Technical,APIs,True,2,4,2,Yes
EMP00010,CMP033,Behavioural,Change Management,False,2,3,1,Yes
EMP00010,CMP004,Statistical,Price Statistics,False,1,3,2,Yes
EMP00010,CMP029,Behavioural,Communication,False,1,3,2,Yes
EMP00010,CMP013,Technical,SQL,True,2,4,2,Yes
EMP00010,CMP011,Technical,Python,True,3,4,1,Yes
EMP00010,CMP025,Digital Governance,Digital Signatures,False,1,3,2,Yes
EMP00010,CMP008,Statistical,SDG Indicators,False,1,3,2,Yes
EMP00010,CMP007,Statistical,Industrial Statistics,False,3,3,0,No
EMP00011,CMP001,Statistical,Survey Design,True,1,3,2,Yes
EMP00011,CMP006,Statistical,Agricultural Statistics,True,1,3,2,Yes
EMP00011,CMP030,Behavioural,Project Management,False,1,2,1,Yes
EMP00011,CMP025,Digital Governance,Digital Signatures,False,1,2,1,Yes
EMP00011,CMP028,Behavioural,Leadership,False,1,2,1,Yes
EMP00011,CMP008,Statistical,SDG Indicators,True,1,3,2,Yes
EMP00011,CMP032,Behavioural,Decision Making,False,2,2,0,No
EMP00011,CMP014,Technical,Stata,False,2,2,0,No
EMP00011,CMP016,Technical,SAS,False,2,2,0,No
EMP00011,CMP031,Behavioural,Ethics,False,2,2,0,No
EMP00011,CMP007,Statistical,Industrial Statistics,True,2,3,1,Yes
EMP00011,CMP013,Technical,SQL,False,1,2,1,Yes
EMP00011,CMP002,Statistical,Sampling Techniques,True,1,3,2,Yes
EMP00011,CMP027,Digital Governance,Digital Public Infrastructure,False,1,2,1,Yes
EMP00011,CMP022,Technical,Open Data,False,1,2,1,Yes
EMP00012,CMP014,Technical,Stata,False,2,4,2,Yes
EMP00012,CMP004,Statistical,Price Statistics,False,4,4,0,No
EMP00012,CMP019,Technical,AI/ML,False,2,4,2,Yes
EMP00012,CMP024,Digital Governance,Data Privacy,False,2,4,2,Yes
EMP00012,CMP018,Technical,Data Visualization,False,2,4,2,Yes
EMP00012,CMP002,Statistical,Sampling Techniques,False,4,4,0,No
EMP00012,CMP030,Behavioural,Project Management,False,2,4,2,Yes
EMP00012,CMP011,Technical,Python,False,4,4,0,No
EMP00012,CMP028,Behavioural,Leadership,False,2,4,2,Yes
EMP00012,CMP025,Digital Governance,Digital Signatures,False,3,4,1,Yes
EMP00012,CMP031,Behavioural,Ethics,False,2,4,2,Yes
EMP00012,CMP016,Technical,SAS,False,4,4,0,No
EMP00012,CMP017,Technical,GIS,False,2,4,2,Yes
EMP00012,CMP021,Technical,APIs,False,4,4,0,No
EMP00012,CMP006,Statistical,Agricultural Statistics,False,4,4,0,No
EMP00013,CMP003,Statistical,National Accounts,False,3,5,2,Yes
EMP00013,CMP006,Statistical,Agricultural Statistics,False,5,5,0,No
EMP00013,CMP014,Technical,Stata,False,5,5,0,No
EMP00013,CMP022,Technical,Open Data,False,4,5,1,Yes
EMP00013,CMP019,Technical,AI/ML,False,4,5,1,Yes
EMP00013,CMP029,Behavioural,Communication,True,4,5,1,Yes
EMP00013,CMP017,Technical,GIS,False,3,5,2,Yes
EMP00013,CMP011,Technical,Python,False,3,5,2,Yes
EMP00013,CMP009,Statistical,Metadata Standards,False,4,5,1,Yes
EMP00013,CMP007,Statistical,Industrial Statistics,False,5,5,0,No
EMP00013,CMP030,Behavioural,Project Management,True,5,5,0,No
EMP00013,CMP026,Digital Governance,Government Cloud,False,3,5,2,Yes
EMP00013,CMP008,Statistical,SDG Indicators,False,3,5,2,Yes
EMP00013,CMP025,Digital Governance,Digital Signatures,False,5,5,0,No
EMP00013,CMP013,Technical,SQL,False,3,5,2,Yes
EMP00014,CMP033,Behavioural,Change Management,True,3,5,2,Yes
EMP00014,CMP017,Technical,GIS,False,5,5,0,No
EMP00014,CMP005,Statistical,Labour Statistics,True,5,5,0,No
EMP00014,CMP030,Behavioural,Project Management,True,4,5,1,Yes
EMP00014,CMP012,Technical,R Programming,False,5,5,0,No
EMP00014,CMP003,Statistical,National Accounts,True,4,5,1,Yes
EMP00014,CMP008,Statistical,SDG Indicators,True,4,5,1,Yes
EMP00014,CMP029,Behavioural,Communication,True,4,5,1,Yes
EMP00014,CMP010,Statistical,Data Quality Frameworks,True,4,5,1,Yes
EMP00014,CMP006,Statistical,Agricultural Statistics,True,4,5,1,Yes
EMP00014,CMP015,Technical,SPSS,False,5,5,0,No
EMP00014,CMP018,Technical,Data Visualization,False,5,5,0,No
EMP00014,CMP025,Digital Governance,Digital Signatures,False,3,5,2,Yes
EMP00014,CMP020,Technical,Cloud Computing,False,4,5,1,Yes
EMP00014,CMP032,Behavioural,Decision Making,True,4,5,1,Yes
EMP00015,CMP014,Technical,Stata,True,3,5,2,Yes
EMP00015,CMP022,Technical,Open Data,True,3,5,2,Yes
EMP00015,CMP007,Statistical,Industrial Statistics,False,4,4,0,No
EMP00015,CMP032,Behavioural,Decision Making,True,3,5,2,Yes
EMP00015,CMP021,Technical,APIs,True,5,5,0,No
EMP00015,CMP028,Behavioural,Leadership,True,4,5,1,Yes
EMP00015,CMP009,Statistical,Metadata Standards,False,3,4,1,Yes
EMP00015,CMP017,Technical,GIS,True,5,5,0,No
EMP00015,CMP016,Technical,SAS,True,4,5,1,Yes
EMP00015,CMP027,Digital Governance,Digital Public Infrastructure,False,5,4,0,No
EMP00015,CMP002,Statistical,Sampling Techniques,False,5,4,0,No
EMP00015,CMP003,Statistical,National Accounts,False,4,4,0,No
EMP00015,CMP029,Behavioural,Communication,True,5,5,0,No
EMP00015,CMP033,Behavioural,Change Management,True,3,5,2,Yes
EMP00015,CMP024,Digital Governance,Data Privacy,False,3,4,1,Yes
EMP00016,CMP005,Statistical,Labour Statistics,True,1,3,2,Yes
EMP00016,CMP010,Statistical,Data Quality Frameworks,True,1,3,2,Yes
EMP00016,CMP018,Technical,Data Visualization,False,2,2,0,No
EMP00016,CMP002,Statistical,Sampling Techniques,True,1,3,2,Yes
EMP00016,CMP027,Digital Governance,Digital Public Infrastructure,False,2,2,0,No
EMP00016,CMP012,Technical,R Programming,False,1,2,1,Yes
EMP00016,CMP019,Technical,AI/ML,False,1,2,1,Yes
EMP00016,CMP031,Behavioural,Ethics,False,2,2,0,No
EMP00016,CMP033,Behavioural,Change Management,False,1,2,1,Yes
EMP00016,CMP014,Technical,Stata,False,2,2,0,No
EMP00016,CMP025,Digital Governance,Digital Signatures,False,2,2,0,No
EMP00016,CMP030,Behavioural,Project Management,False,1,2,1,Yes
EMP00016,CMP032,Behavioural,Decision Making,False,1,2,1,Yes
EMP00016,CMP028,Behavioural,Leadership,False,1,2,1,Yes
EMP00016,CMP022,Technical,Open Data,False,1,2,1,Yes
EMP00017,CMP027,Digital Governance,Digital Public Infrastructure,False,3,5,2,Yes
EMP00017,CMP002,Statistical,Sampling Techniques,False,4,5,1,Yes
EMP00017,CMP006,Statistical,Agricultural Statistics,False,3,5,2,Yes
EMP00017,CMP024,Digital Governance,Data Privacy,False,3,5,2,Yes
EMP00017,CMP011,Technical,Python,False,4,5,1,Yes
EMP00017,CMP026,Digital Governance,Government Cloud,False,4,5,1,Yes
EMP00017,CMP014,Technical,Stata,False,4,5,1,Yes
EMP00017,CMP028,Behavioural,Leadership,True,3,5,2,Yes
EMP00017,CMP022,Technical,Open Data,False,3,5,2,Yes
EMP00017,CMP030,Behavioural,Project Management,True,3,5,2,Yes
EMP00017,CMP008,Statistical,SDG Indicators,False,5,5,0,No
EMP00017,CMP009,Statistical,Metadata Standards,False,3,5,2,Yes
EMP00017,CMP031,Behavioural,Ethics,True,4,5,1,Yes
EMP00017,CMP004,Statistical,Price Statistics,False,4,5,1,Yes
EMP00017,CMP013,Technical,SQL,False,4,5,1,Yes
EMP00018,CMP005,Statistical,Labour Statistics,False,2,3,1,Yes
EMP00018,CMP018,Technical,Data Visualization,False,2,3,1,Yes
EMP00018,CMP012,Technical,R Programming,False,4,3,0,No
EMP00018,CMP021,Technical,APIs,False,3,3,0,No
EMP00018,CMP017,Technical,GIS,False,3,3,0,No
EMP00018,CMP013,Technical,SQL,False,4,3,0,No
EMP00018,CMP022,Technical,Open Data,False,3,3,0,No
EMP00018,CMP032,Behavioural,Decision Making,False,3,3,0,No
EMP00018,CMP011,Technical,Python,False,4,3,0,No
EMP00018,CMP001,Statistical,Survey Design,False,4,3,0,No
EMP00018,CMP004,Statistical,Price Statistics,False,2,3,1,Yes
EMP00018,CMP009,Statistical,Metadata Standards,False,3,3,0,No
EMP00018,CMP006,Statistical,Agricultural Statistics,False,4,3,0,No
EMP00018,CMP019,Technical,AI/ML,False,2,3,1,Yes
EMP00018,CMP027,Digital Governance,Digital Public Infrastructure,False,3,3,0,No
EMP00019,CMP003,Statistical,National Accounts,False,5,5,0,No
EMP00019,CMP028,Behavioural,Leadership,True,4,5,1,Yes
EMP00019,CMP001,Statistical,Survey Design,False,5,5,0,No
EMP00019,CMP017,Technical,GIS,False,4,5,1,Yes
EMP00019,CMP026,Digital Governance,Government Cloud,False,5,5,0,No
EMP00019,CMP018,Technical,Data Visualization,False,3,5,2,Yes
EMP00019,CMP022,Technical,Open Data,False,5,5,0,No
EMP00019,CMP024,Digital Governance,Data Privacy,False,4,5,1,Yes
EMP00019,CMP029,Behavioural,Communication,True,5,5,0,No
EMP00019,CMP025,Digital Governance,Digital Signatures,False,4,5,1,Yes
EMP00019,CMP027,Digital Governance,Digital Public Infrastructure,False,5,5,0,No
EMP00019,CMP007,Statistical,Industrial Statistics,False,4,5,1,Yes
EMP00019,CMP012,Technical,R Programming,False,4,5,1,Yes
EMP00019,CMP014,Technical,Stata,False,4,5,1,Yes
EMP00019,CMP033,Behavioural,Change Management,True,5,5,0,No
EMP00020,CMP019,Technical,AI/ML,False,3,3,0,No
EMP00020,CMP009,Statistical,Metadata Standards,True,4,4,0,No
EMP00020,CMP007,Statistical,Industrial Statistics,True,3,4,1,Yes
EMP00020,CMP014,Technical,Stata,False,3,3,0,No
EMP00020,CMP022,Technical,Open Data,False,4,3,0,No
EMP00020,CMP013,Technical,SQL,False,4,3,0,No
EMP00020,CMP029,Behavioural,Communication,False,4,3,0,No
EMP00020,CMP024,Digital Governance,Data Privacy,False,3,3,0,No
EMP00020,CMP006,Statistical,Agricultural Statistics,True,4,4,0,No
EMP00020,CMP020,Technical,Cloud Computing,False,3,3,0,No
EMP00020,CMP033,Behavioural,Change Management,False,3,3,0,No
EMP00020,CMP010,Statistical,Data Quality Frameworks,True,5,4,0,No
EMP00020,CMP028,Behavioural,Leadership,False,2,3,1,Yes
EMP00020,CMP018,Technical,Data Visualization,False,4,3,0,No
EMP00020,CMP001,Statistical,Survey Design,True,4,4,0,No
EMP00021,CMP011,Technical,Python,False,3,5,2,Yes
EMP00021,CMP006,Statistical,Agricultural Statistics,True,4,5,1,Yes
EMP00021,CMP010,Statistical,Data Quality Frameworks,True,4,5,1,Yes
EMP00021,CMP017,Technical,GIS,False,4,5,1,Yes
EMP00021,CMP022,Technical,Open Data,False,5,5,0,No
EMP00021,CMP021,Technical,APIs,False,3,5,2,Yes
EMP00021,CMP020,Technical,Cloud Computing,False,4,5,1,Yes
EMP00021,CMP033,Behavioural,Change Management,True,4,5,1,Yes
EMP00021,CMP003,Statistical,National Accounts,True,5,5,0,No
EMP00021,CMP008,Statistical,SDG Indicators,True,5,5,0,No
EMP00021,CMP029,Behavioural,Communication,True,3,5,2,Yes
EMP00021,CMP031,Behavioural,Ethics,True,5,5,0,No
EMP00021,CMP024,Digital Governance,Data Privacy,False,5,5,0,No
EMP00021,CMP007,Statistical,Industrial Statistics,True,5,5,0,No
EMP00021,CMP005,Statistical,Labour Statistics,True,5,5,0,No
EMP00022,CMP026,Digital Governance,Government Cloud,False,5,4,0,No
EMP00022,CMP016,Technical,SAS,False,3,4,1,Yes
EMP00022,CMP005,Statistical,Labour Statistics,False,3,4,1,Yes
EMP00022,CMP021,Technical,APIs,False,4,4,0,No
EMP00022,CMP023,Digital Governance,Cybersecurity,False,3,4,1,Yes
EMP00022,CMP001,Statistical,Survey Design,False,4,4,0,No
EMP00022,CMP025,Digital Governance,Digital Signatures,False,5,4,0,No
EMP00022,CMP027,Digital Governance,Digital Public Infrastructure,False,5,4,0,No
EMP00022,CMP004,Statistical,Price Statistics,False,5,4,0,No
EMP00022,CMP014,Technical,Stata,False,5,4,0,No
EMP00022,CMP008,Statistical,SDG Indicators,False,4,4,0,No
EMP00022,CMP006,Statistical,Agricultural Statistics,False,4,4,0,No
EMP00022,CMP017,Technical,GIS,False,5,4,0,No
EMP00022,CMP015,Technical,SPSS,False,5,4,0,No
EMP00022,CMP002,Statistical,Sampling Techniques,False,5,4,0,No
EMP00023,CMP028,Behavioural,Leadership,True,4,5,1,Yes
EMP00023,CMP029,Behavioural,Communication,True,4,5,1,Yes
EMP00023,CMP032,Behavioural,Decision Making,True,3,5,2,Yes
EMP00023,CMP006,Statistical,Agricultural Statistics,False,5,5,0,No
EMP00023,CMP024,Digital Governance,Data Privacy,False,4,5,1,Yes
EMP00023,CMP033,Behavioural,Change Management,True,3,5,2,Yes
EMP00023,CMP016,Technical,SAS,False,4,5,1,Yes
EMP00023,CMP015,Technical,SPSS,False,4,5,1,Yes
EMP00023,CMP009,Statistical,Metadata Standards,False,5,5,0,No
EMP00023,CMP008,Statistical,SDG Indicators,False,5,5,0,No
EMP00023,CMP021,Technical,APIs,False,3,5,2,Yes
EMP00023,CMP025,Digital Governance,Digital Signatures,False,3,5,2,Yes
EMP00023,CMP017,Technical,GIS,False,3,5,2,Yes
EMP00023,CMP027,Digital Governance,Digital Public Infrastructure,False,3,5,2,Yes
EMP00023,CMP031,Behavioural,Ethics,True,4,5,1,Yes
EMP00024,CMP010,Statistical,Data Quality Frameworks,True,5,5,0,No
EMP00024,CMP014,Technical,Stata,False,4,5,1,Yes
EMP00024,CMP003,Statistical,National Accounts,True,5,5,0,No
EMP00024,CMP032,Behavioural,Decision Making,True,3,5,2,Yes
EMP00024,CMP030,Behavioural,Project Management,True,4,5,1,Yes
EMP00024,CMP011,Technical,Python,False,4,5,1,Yes
EMP00024,CMP018,Technical,Data Visualization,False,4,5,1,Yes
EMP00024,CMP015,Technical,SPSS,False,4,5,1,Yes
EMP00024,CMP029,Behavioural,Communication,True,5,5,0,No
EMP00024,CMP002,Statistical,Sampling Techniques,True,5,5,0,No
EMP00024,CMP007,Statistical,Industrial Statistics,True,5,5,0,No
EMP00024,CMP025,Digital Governance,Digital Signatures,False,5,5,0,No
EMP00024,CMP013,Technical,SQL,False,5,5,0,No
EMP00024,CMP019,Technical,AI/ML,False,3,5,2,Yes
EMP00024,CMP001,Statistical,Survey Design,True,5,5,0,No
EMP00025,CMP015,Technical,SPSS,False,1,2,1,Yes
EMP00025,CMP018,Technical,Data Visualization,False,2,2,0,No
EMP00025,CMP014,Technical,Stata,False,3,2,0,No
EMP00025,CMP016,Technical,SAS,False,3,2,0,No
EMP00025,CMP001,Statistical,Survey Design,False,4,2,0,No
EMP00025,CMP013,Technical,SQL,False,1,2,1,Yes
EMP00025,CMP011,Technical,Python,False,1,2,1,Yes
EMP00025,CMP022,Technical,Open Data,False,3,2,0,No
EMP00025,CMP026,Digital Governance,Government Cloud,False,2,2,0,No
EMP00025,CMP028,Behavioural,Leadership,False,1,2,1,Yes
EMP00025,CMP006,Statistical,Agricultural Statistics,False,3,2,0,No
EMP00025,CMP033,Behavioural,Change Management,False,1,2,1,Yes
EMP00025,CMP005,Statistical,Labour Statistics,False,2,2,0,No
EMP00025,CMP020,Technical,Cloud Computing,False,2,2,0,No
EMP00025,CMP032,Behavioural,Decision Making,False,2,2,0,No
EMP00026,CMP021,Technical,APIs,False,2,3,1,Yes
EMP00026,CMP014,Technical,Stata,False,3,3,0,No
EMP00026,CMP015,Technical,SPSS,False,2,3,1,Yes
EMP00026,CMP011,Technical,Python,False,4,3,0,No
EMP00026,CMP030,Behavioural,Project Management,False,2,3,1,Yes
EMP00026,CMP025,Digital Governance,Digital Signatures,False,4,3,0,No
EMP00026,CMP013,Technical,SQL,False,2,3,1,Yes
EMP00026,CMP009,Statistical,Metadata Standards,False,3,3,0,No
EMP00026,CMP028,Behavioural,Leadership,False,2,3,1,Yes
EMP00026,CMP032,Behavioural,Decision Making,False,2,3,1,Yes
EMP00026,CMP026,Digital Governance,Government Cloud,False,2,3,1,Yes
EMP00026,CMP003,Statistical,National Accounts,False,5,3,0,No
EMP00026,CMP016,Technical,SAS,False,2,3,1,Yes
EMP00026,CMP001,Statistical,Survey Design,False,3,3,0,No
EMP00026,CMP018,Technical,Data Visualization,False,2,3,1,Yes
EMP00027,CMP031,Behavioural,Ethics,False,1,2,1,Yes
EMP00027,CMP008,Statistical,SDG Indicators,False,2,2,0,No
EMP00027,CMP019,Technical,AI/ML,True,1,3,2,Yes
EMP00027,CMP007,Statistical,Industrial Statistics,False,1,2,1,Yes
EMP00027,CMP015,Technical,SPSS,True,2,3,1,Yes
EMP00027,CMP023,Digital Governance,Cybersecurity,False,2,2,0,No
EMP00027,CMP009,Statistical,Metadata Standards,False,1,2,1,Yes
EMP00027,CMP025,Digital Governance,Digital Signatures,False,1,2,1,Yes
EMP00027,CMP012,Technical,R Programming,True,2,3,1,Yes
EMP00027,CMP006,Statistical,Agricultural Statistics,False,1,2,1,Yes
EMP00027,CMP020,Technical,Cloud Computing,True,1,3,2,Yes
EMP00027,CMP028,Behavioural,Leadership,False,2,2,0,No
EMP00027,CMP004,Statistical,Price Statistics,False,2,2,0,No
EMP00027,CMP024,Digital Governance,Data Privacy,False,2,2,0,No
EMP00027,CMP010,Statistical,Data Quality Frameworks,False,1,2,1,Yes
EMP00028,CMP007,Statistical,Industrial Statistics,False,3,2,0,No
EMP00028,CMP020,Technical,Cloud Computing,False,2,2,0,No
EMP00028,CMP028,Behavioural,Leadership,False,1,2,1,Yes
EMP00028,CMP022,Technical,Open Data,False,1,2,1,Yes
EMP00028,CMP032,Behavioural,Decision Making,False,1,2,1,Yes
EMP00028,CMP026,Digital Governance,Government Cloud,False,1,2,1,Yes
EMP00028,CMP004,Statistical,Price Statistics,False,1,2,1,Yes
EMP00028,CMP031,Behavioural,Ethics,False,1,2,1,Yes
